,prev_line,current_line
466,俺の将来が 潰されなきゃなんねえんだよ！,俺は日本サッカー界の宝だぞ！
467,俺は日本サッカー界の宝だぞ！,イガグリとか潔君のが 才能あるってのかよ！　ああ？
468,イガグリとか潔君のが 才能あるってのかよ！　ああ？,こんなオニごっこに なんの意味がある！
469,こんなオニごっこに なんの意味がある！,サッカーと なんの関係があんだよ！
470,サッカーと なんの関係があんだよ！,ブルーロックにサッカーと 関係ないことなんか 一つもねえよ
471,ブルーロックにサッカーと 関係ないことなんか 一つもねえよ,周りをよく見ろ エリート凡人
472,周りをよく見ろ エリート凡人,あ？
473,あ？,その部屋の広さは…
474,その部屋の広さは…,ペナルティエリアと同じサイズだ
475,ペナルティエリアと同じサイズだ,ハッ…
476,ハッ…,ゴールの約75パーセントは この中から生まれる
477,ゴールの約75パーセントは この中から生まれる,ここで仕事ができない人間に ストライカーの才能はない
478,ここで仕事ができない人間に ストライカーの才能はない,だ… だからどうした？
479,だ… だからどうした？,オニごっこは サッカーじゃねえっつってんの！
480,オニごっこは サッカーじゃねえっつってんの！,逃げる側に要求されるのは
481,逃げる側に要求されるのは,対人感覚 駆け引き ポジショニング
482,対人感覚 駆け引き ポジショニング,追う側に要求されるのは
483,追う側に要求されるのは,ドリブル精度や 動きの中で 狙い打てるキックのクオリティ
484,ドリブル精度や 動きの中で 狙い打てるキックのクオリティ,これは立派な サッカーのトレーニングだ タコ
485,これは立派な サッカーのトレーニングだ タコ,だ… だからって こんな たかだか２分ちょっとで
486,だ… だからって こんな たかだか２分ちょっとで,俺の何が分かんだよ
487,俺の何が分かんだよ,サッカーは90分だろがよ！
488,サッカーは90分だろがよ！,１試合の中で １人のプレイヤーが ボールを保持できる平均時間は
489,１試合の中で １人のプレイヤーが ボールを保持できる平均時間は,約136秒
490,約136秒,お前は平等に与えられたチャンスを ふいにしたんだ
491,お前は平等に与えられたチャンスを ふいにしたんだ,でっ でも ラスト10秒じゃ どうしようも…
492,でっ でも ラスト10秒じゃ どうしようも…,お前は試合でも 同じことを言うのか？
493,お前は試合でも 同じことを言うのか？,ボールを当てられた瞬間
494,ボールを当てられた瞬間,時計は まだ１秒残ってた
495,時計は まだ１秒残ってた,動けないイガグリに当てれば 生き残れたんだ
496,動けないイガグリに当てれば 生き残れたんだ,それを お前は見逃した
497,それを お前は見逃した,いわば 試合終了間際の ラストワンプレー
498,いわば 試合終了間際の ラストワンプレー,味方のシュートが お前に直撃した その瞬間
499,味方のシュートが お前に直撃した その瞬間,お前は諦めて敗北を受け入れた
500,お前は諦めて敗北を受け入れた,だから気付けなかったんだ
501,だから気付けなかったんだ,ほんの少し足を伸ばせば 届いたはずの勝利に
502,ほんの少し足を伸ばせば 届いたはずの勝利に,このオニごっこにおけるオニは
503,このオニごっこにおけるオニは,ボールを持ち続けることで 敗者にもなりうるが
504,ボールを持ち続けることで 敗者にもなりうるが,誰かに当てることで 自らが 勝者にもなることができる有権者だ
505,誰かに当てることで 自らが 勝者にもなることができる有権者だ,ストライカーとは その全責任を負い
506,ストライカーとは その全責任を負い,最後の１秒まで戦う 人間のこと… ですよ
507,最後の１秒まで戦う 人間のこと… ですよ,倒れたイガグリじゃなく
508,倒れたイガグリじゃなく,自分よりランキングが上のヤツを 倒そうとした 潔 世一(よいち)
509,自分よりランキングが上のヤツを 倒そうとした 潔 世一(よいち),そこからボールを奪い 一番強い者を倒そうとした 蜂楽(ばちら) 廻(めぐる)
510,そこからボールを奪い 一番強い者を倒そうとした 蜂楽(ばちら) 廻(めぐる),それこそが 集団の常識に左右されない⸺
511,それこそが 集団の常識に左右されない⸺,己のためだけの勝利への執念であり
512,己のためだけの勝利への執念であり,俺が求める ストライカーのエゴイズムだ
513,俺が求める ストライカーのエゴイズムだ,そこから逃げたお前の負けだ
514,そこから逃げたお前の負けだ,吉良涼介 ロック･オフ
515,吉良涼介 ロック･オフ,だ… だって あいつが…
516,だ… だって あいつが…,急に蜂楽が… 来たから…
517,急に蜂楽が… 来たから…,急に蜂楽が来たからあああ！
518,急に蜂楽が来たからあああ！,吉良… 君
519,吉良… 君,ハッ！
520,ハッ！,間違ってる　こんなの… 絶対！
521,間違ってる　こんなの… 絶対！,なんで蹴った？
522,なんで蹴った？,吉良君のサッカー人生を 俺が終わらせた？
523,吉良君のサッカー人生を 俺が終わらせた？,なのに…
524,なのに…,なんで 俺は こんなに高ぶってる？
525,なんで 俺は こんなに高ぶってる？,あいつが…
526,あいつが…,なんで俺にパスしたんだよ？
527,なんで俺にパスしたんだよ？,俺が蹴らなかったら お前は失格だったんだぞ
528,俺が蹴らなかったら お前は失格だったんだぞ,ん～？ だって蹴ると思ったもん
529,ん～？ だって蹴ると思ったもん,そんな顔してた
530,そんな顔してた,はっ？
531,はっ？,だって ここは結果が全てでしょ？
532,だって ここは結果が全てでしょ？,あんたを信じた俺の勝ち！ っしょ？
533,あんたを信じた俺の勝ち！ っしょ？,こいつ… イカれてる
534,こいつ… イカれてる,こんな理不尽なことが この先も続くのかよ…
535,こんな理不尽なことが この先も続くのかよ…,理不尽？
536,理不尽？,そうですよ これが勝負の世界ですから
537,そうですよ これが勝負の世界ですから,お前らが軽々しく憧れてる ワールドクラスのストライカーは
538,お前らが軽々しく憧れてる ワールドクラスのストライカーは,こんな勝負の日常を 命懸けで生き抜いてる
539,こんな勝負の日常を 命懸けで生き抜いてる,どうですか？　生まれて初めて 人生を懸けて戦った気分は
540,どうですか？　生まれて初めて 人生を懸けて戦った気分は,ビビったろ？　しびれたろ？
541,ビビったろ？　しびれたろ？,これがブルーロックの常識だ
542,これがブルーロックの常識だ,そして震えただろ？ “やった！　俺は生き残った”って
543,そして震えただろ？ “やった！　俺は生き残った”って,それが勝利だ よ～く脳に刻んどけ
544,それが勝利だ よ～く脳に刻んどけ,その快感を味わう度に お前らの中のエゴは育ち
545,その快感を味わう度に お前らの中のエゴは育ち,そして世界一のストライカーという 高みへと昇っていく
546,そして世界一のストライカーという 高みへと昇っていく,おめでとう ブルーロック 入寮テスト合格だ
547,おめでとう ブルーロック 入寮テスト合格だ,しゃあ！
548,しゃあ！,部屋にいるのは ちょうど11人
549,部屋にいるのは ちょうど11人,お前らは これから 生活を共にするイレブン
550,お前らは これから 生活を共にするイレブン,時に協力し 時に裏切り 夢を削り合うライバル
551,時に協力し 時に裏切り 夢を削り合うライバル,ブルーロック…
